PM2_5,PM10,SO2,NO2,CO,O3,lat,lng,U,V
59.15,69.09,16.56,12.57,0.61,47.43,21.92,109.69,-4.77,4.05
58.64,67.76,16.38,12.75,0.6,46.38,21.91,109.83,-4.86,4.09
55.6,63.68,14.89,12.42,0.56,45.42,21.91,109.98,-4.83,3.89
49.76,56.27,13.25,11.41,0.46,46.61,21.9,110.12,-4.8,3.51
44.32,49.89,12.15,11.19,0.43,46.74,21.89,110.27,-4.85,3.43
43.18,48.42,11.78,11.49,0.43,47.26,21.89,110.41,-4.95,3.43
43.06,48.12,12.05,12.62,0.42,47.46,21.88,110.55,-5.03,3.43
42.51,49.3,14.16,14.87,0.44,46.04,21.87,110.7,-5.19,3.54
40.23,47.29,14.96,15,0.43,45.39,21.87,110.84,-5.61,3.65
35.78,42.76,13.92,13.41,0.41,45.7,21.86,110.99,-6.12,3.1
34.11,41.63,13.47,12.68,0.4,45.12,21.85,111.13,-6.44,1.88
35.23,44.08,13.89,13.69,0.44,42.27,21.84,111.27,-6.48,1.34
37.16,48,14.27,16.21,0.5,38.86,21.84,111.42,-5.43,1.23
37.41,50.51,15.27,20.44,0.58,36.25,21.83,111.56,-4.06,0.85
37.44,51.96,17.17,25.41,0.63,33.41,21.82,111.7,-4.29,1.36
38.12,53.05,18.6,28.98,0.65,31.99,21.81,111.85,-5.19,1.84
38.67,52.25,19.8,28.97,0.61,34.02,21.8,111.99,-5.69,1.73
44.09,59.04,24.46,35.42,0.67,30.21,21.78,112.28,-6.45,1.61
46.89,66.81,31.9,49.06,0.78,28.52,21.77,112.57,-7.31,1.07
43.8,62.64,36.71,50.73,0.69,32.02,21.75,112.85,-7.73,0.75
27.26,29.27,10.74,1.6,0.29,59.73,22.04,100.02,2.69,-0.26
26.73,28.86,10.76,1.85,0.29,61.56,22.05,100.16,2.66,-0.16
27.7,29.94,10.82,2.05,0.3,61.19,22.05,100.3,2.28,-0.03
30.55,33.01,11.72,2.57,0.31,56.89,22.06,100.45,2.98,0.09
31.98,34.48,12.3,2.73,0.32,53.25,22.07,100.59,3.78,0.37
30.68,33.48,15.82,4.43,0.33,54.11,22.07,100.74,1.6,0.45
25.8,28.08,12.94,2.97,0.3,57.14,22.08,100.88,-0.21,0.34
23.56,25.4,10.07,1.4,0.27,57.57,22.08,101.03,-0.01,1.01
23.8,25.53,9.34,1.08,0.27,56.44,22.09,101.17,0.4,0.77
23.1,24.83,9.37,1.1,0.27,57.69,22.09,101.31,0.4,0.72
23.31,25.05,9.42,1.09,0.27,57.87,22.1,101.46,1.03,1.58
56.39,62.6,20.01,12.23,0.54,47.66,22.14,106.81,-0.07,5.59
58.37,67.16,20.53,14.22,0.6,45.79,22.13,106.95,-0.32,4.44
60.38,70.51,21.04,16.02,0.64,44.34,22.13,107.1,-0.22,4.98
59.57,70.53,20.42,17.59,0.66,43.81,22.13,107.24,-0.36,4.61
59.88,71.89,20.73,20.15,0.7,43.09,22.12,107.39,-1.4,4.82
61.66,75.09,21.27,23.49,0.75,40.66,22.12,107.53,-2.15,5.52
63.12,78.26,22.29,26.77,0.8,39.33,22.12,107.67,-2.36,6.18
63.99,80.91,22.98,29.19,0.83,38.4,22.12,107.82,-2.94,6.36
62.64,80.74,22.38,29.87,0.82,38.65,22.11,107.96,-3.45,7.34
62.26,81.76,21.82,30.39,0.82,38.19,22.11,108.11,-3.27,7.61
61.87,83.7,19.48,29.3,0.84,38.17,22.1,108.25,-2.89,6.47
59.74,82.47,17.06,26.74,0.82,39.43,22.1,108.4,-2.8,5.53
60.25,83.5,16.19,25.25,0.82,39.71,22.1,108.54,-3.05,5.44
60.82,83.35,15.6,23.44,0.82,40.18,22.09,108.69,-3.26,5.27
61.18,82.1,15.22,21.52,0.8,40.51,22.09,108.83,-3.5,5.14
61.89,80.92,15.4,20.06,0.79,40.43,22.08,108.97,-3.67,5.17
62.5,79.62,15.82,18.6,0.76,40.63,22.08,109.12,-3.93,5
61.68,76.49,16.18,16.68,0.71,41.27,22.07,109.26,-4.12,4.89
61.38,74.4,16.35,14.96,0.68,42.35,22.07,109.41,-4.07,4.72
60.76,72.17,16.83,13.75,0.65,44.35,22.06,109.55,-4.25,4.15
61.9,72.67,17.85,13.74,0.64,45.01,22.05,109.7,-4.51,3.82
61.08,70.99,17.72,13.79,0.63,44.42,22.05,109.84,-4.68,4.3
56.8,65.36,16.1,12.88,0.58,45.07,22.04,109.98,-4.9,4.48
50.9,57.7,14.14,11.29,0.47,46.48,22.04,110.13,-4.83,3.95
44.59,50.26,12.61,10.94,0.43,46.37,22.03,110.27,-4.68,3.7
42.38,47.58,11.93,11.03,0.42,47.12,22.02,110.42,-4.62,3.64
40.61,45.41,11.54,11.63,0.41,47.7,22.01,110.56,-4.47,3.68
39.46,46.47,12.72,13.55,0.43,46.37,22.01,110.71,-4.37,3.84
38.43,45.88,13.46,13.98,0.43,45.87,22,110.85,-5.11,3.9
35.41,43.01,12.94,13.15,0.41,45.25,21.99,110.99,-6.64,3.27
35.78,44.46,13.17,13.36,0.43,43.05,21.99,111.14,-6.68,1.67
36.28,46.43,13.4,14.44,0.46,40.71,21.98,111.28,-5.02,0.75
36.64,48.71,13.94,17.03,0.52,38.9,21.97,111.43,-3.66,0.86
36.57,50.61,14.64,20.92,0.6,36.44,21.96,111.57,-3.08,1
36.16,51.82,16.19,26.13,0.66,33.33,21.95,111.71,-3.51,1.27
36.77,53.68,17.35,30.91,0.71,30.69,21.94,111.86,-4.41,1.74
37.37,54.21,17.88,32.82,0.72,30.17,21.94,112,-4.78,1.37
38.67,56.31,18.83,36.21,0.76,29.32,21.93,112.15,-5.04,1.45
41.7,60.7,21.1,41.06,0.82,26.59,21.92,112.29,-5.67,1.86
45.18,67.66,24.56,49.79,0.96,22.67,21.91,112.43,-6.35,2.03
48.89,72.69,30.5,53.92,0.98,21.61,21.9,112.58,-6.99,1.62
45.53,70.77,33.85,64.17,0.95,29.37,21.87,113.01,-7.73,0.85
45.77,71.16,34.8,61.67,0.93,32.15,21.86,113.15,-7.9,0.67
25.57,27.5,9.69,1.07,0.29,62.02,22.14,99.29,0.54,0.64
27.4,29.29,9.94,1.2,0.29,57.77,22.15,99.43,2.17,-0.11
26.59,28.5,10.21,1.23,0.29,60.99,22.16,99.58,1.7,-1.23
25.7,27.55,10.01,1.05,0.28,61.13,22.16,99.72,1.06,-0.86
27.27,29.1,10.16,1.17,0.28,59.2,22.17,99.86,2.04,-0.27
27.31,29.39,11.08,1.72,0.29,60.77,22.18,100.01,2.62,-0.87
27.3,29.56,11.42,2.14,0.3,61.36,22.18,100.15,2.56,-0.85
28.35,30.66,11.22,2.13,0.3,61.07,22.19,100.3,2.42,-0.1
31.02,33.5,12.09,2.62,0.32,56.32,22.19,100.44,3.33,0.67
31.16,33.6,12.7,2.83,0.31,53.2,22.2,100.59,3.75,0.28
28.23,30.72,14.33,3.64,0.31,55.77,22.2,100.73,1.59,0.03
25,27.16,12.19,2.52,0.29,57.86,22.21,100.88,0.01,0.42
24.47,26.32,10.21,1.46,0.28,57.73,22.21,101.02,0.22,1.24
24.8,26.56,9.53,1.14,0.27,57.28,22.22,101.17,0.56,1.25
24.64,26.4,9.54,1.22,0.27,56.98,22.22,101.31,0.79,1.35
24.19,25.96,9.59,1.21,0.27,57.93,22.23,101.45,1.12,1.54
55.65,60.48,20.44,12.35,0.54,49.51,22.27,106.81,0.23,4.12
57.04,65.81,20.29,14.62,0.6,45.7,22.27,106.95,-0.16,3.57
58.9,68.97,20.66,16.78,0.64,43.74,22.26,107.1,0,4.19
59.69,70.91,20.94,19.48,0.68,42.34,22.26,107.24,-0.07,3.79
60.91,73.47,21.34,22.56,0.73,41,22.26,107.39,-1.02,4.12
61.85,75.97,21.89,25.77,0.78,39.85,22.26,107.53,-1.73,5.27
64.06,80.3,22.97,29.34,0.83,37.99,22.25,107.68,-2.09,6.34
65.96,84.62,24.5,32.64,0.87,36.85,22.25,107.82,-2.44,6.91
65.48,86.31,24.18,34.52,0.88,35.95,22.25,107.97,-2.73,7.32
64.7,87.63,23.95,35.74,0.88,35.86,22.24,108.11,-3.09,7.57
63.53,89.05,21.85,34.3,0.88,36.67,22.24,108.26,-3.31,6.97
60.79,87.33,18.74,31.16,0.85,38.14,22.23,108.4,-3.17,6.34
61.29,88.53,17.45,29.32,0.85,38.73,22.23,108.55,-3.05,6.1
62.24,88.86,16.62,27.29,0.85,39.2,22.22,108.69,-3.05,5.74
62.4,86.76,15.94,24.7,0.84,39.83,22.22,108.83,-3.07,5.51
62.51,83.91,15.97,22.55,0.82,40.12,22.21,108.98,-3.19,5.56
62.99,81.77,16.48,20.74,0.79,40.28,22.21,109.12,-3.61,5.51
62.69,78.91,16.99,18.7,0.75,40.51,22.2,109.27,-3.87,5.47
62.24,76.41,16.9,16.44,0.71,41.3,22.2,109.41,-4.11,5.29
61.68,73.96,17.08,14.67,0.67,42.83,22.19,109.56,-4.53,4.68
62.09,73.02,18.52,14.22,0.65,44.99,22.19,109.7,-4.26,3.98
61.58,71.9,18.16,14.21,0.64,43.81,22.18,109.85,-3.99,4.17
57.25,66.14,16.79,13.28,0.59,44.73,22.18,109.99,-4.62,4.76
52.14,59.21,15,11.42,0.47,45.96,22.17,110.14,-5.01,4.87
45.97,51.85,13.32,10.93,0.44,45.86,22.16,110.28,-4.7,4.43
43.04,48.35,12.38,10.89,0.42,46.44,22.16,110.42,-4.34,4.06
39.83,44.55,11.51,11.1,0.4,47.39,22.15,110.57,-4.04,3.96
37.02,44.4,12.02,12.92,0.42,46.04,22.14,110.71,-4,4.02
37.46,45.43,12.62,13.71,0.43,45.69,22.13,110.86,-5.17,3.82
36,44.31,12.83,13.59,0.43,44.35,22.13,111,-7.11,2.98
36.93,46.59,13.29,14.32,0.45,41.58,22.12,111.15,-6.96,1.82
37.19,48.39,13.41,15.39,0.49,39.61,22.11,111.29,-4.73,0.75
36.76,49.83,13.8,17.89,0.55,38.04,22.1,111.43,-3.37,0.33
36,50.81,14.19,21.26,0.62,36.27,22.1,111.58,-3.1,0.74
35.36,51.48,15.24,25.64,0.67,33.78,22.09,111.72,-3.49,1.39
35.6,52.68,16.06,29.3,0.71,31.76,22.08,111.87,-4.49,2.07
35.82,53.46,16.4,32.1,0.74,30.45,22.07,112.01,-4.89,1.51
36.89,55.57,17.26,36.06,0.79,29.03,22.06,112.16,-4.63,1.06
39.9,60.89,19.63,43.24,0.9,25.6,22.05,112.3,-4.85,1.57
43.76,67.86,23.7,51.58,1.03,21.81,22.04,112.44,-5.68,2.18
48.21,74.84,28.85,57.22,1.12,19.56,22.03,112.59,-6.37,2.3
51.48,79.57,33.75,62.32,1.17,18.23,22.02,112.73,-6.7,1.97
52.13,80.8,36.47,65.45,1.15,19.81,22.01,112.88,-7.13,1.43
34.19,53.02,32.53,41.13,0.74,47.52,21.95,113.74,-8.58,0.22
25.06,27.04,9.64,1.14,0.29,62.84,22.28,99.28,-0.04,0.5
26.98,28.92,9.97,1.25,0.29,59.33,22.28,99.42,1.19,0.19
27.41,29.43,10.39,1.53,0.29,60.59,22.29,99.57,1.78,-0.71
26.12,28.04,10.14,1.22,0.28,61.37,22.3,99.71,1.43,-0.53
26.69,28.61,10.34,1.3,0.29,60.31,22.3,99.86,1.46,-0.24
27.67,29.78,11.1,1.76,0.29,61.01,22.31,100,1.73,-0.98
28.55,30.8,11.44,2.18,0.3,60.62,22.32,100.15,2.96,-0.79
29.44,31.74,11.37,2.22,0.3,58.71,22.32,100.29,4.33,0.42
29.62,31.96,11.91,2.42,0.31,55.52,22.33,100.44,3.82,1.16
27.92,30.15,11.96,2.32,0.3,56.36,22.33,100.58,2.57,0.17
25.89,28.01,11.74,2.38,0.29,58.22,22.34,100.73,1.22,-0.43
24.7,26.6,10.26,1.77,0.28,58.9,22.34,100.87,0.5,0.37
25.58,27.39,9.75,1.49,0.27,57.96,22.35,101.02,0.82,0.91
25.65,27.45,9.64,1.32,0.27,57.92,22.35,101.16,0.89,0.89
25.42,27.24,9.71,1.32,0.27,57.97,22.36,101.3,0.78,1.53
25.17,27,9.84,1.5,0.27,58.1,22.36,101.45,0.96,1.64
24.8,26.66,9.92,1.75,0.27,58.37,22.37,101.59,0.85,1.52
54.2,55.22,18.18,10.3,0.5,51.72,22.41,106.67,0.27,4.01
56.24,59.73,19.45,12.29,0.54,49.33,22.4,106.81,0.43,3.56
55.03,63.54,20.15,14.73,0.59,46.96,22.4,106.96,0.26,3.46
56.69,66.38,19.93,17.03,0.63,43.92,22.4,107.1,0.27,3.99
58.83,69.8,21.33,20.9,0.69,41.92,22.4,107.25,0.05,3.7
60.56,72.96,21.92,24.12,0.74,40.57,22.39,107.39,-0.67,4.04
61.98,76.34,22.32,27.21,0.79,39.64,22.39,107.54,-0.87,5.08
63.98,80.92,23.39,31.08,0.84,37.82,22.39,107.68,-1.15,6.32
66.23,86.22,25.08,35.4,0.88,35.84,22.38,107.83,-1.96,7.07
67.35,90.5,26.57,39.21,0.92,34.71,22.38,107.97,-2.6,7.15
67.94,94.08,27.21,41.59,0.95,33.79,22.38,108.12,-2.92,6.98
65.7,94.2,25.09,39.86,0.93,35.02,22.37,108.26,-3.08,6.88
62.03,91.61,21.07,35.92,0.88,37.04,22.37,108.41,-3.07,6.95
62.22,92.75,19.14,33.5,0.87,37.78,22.36,108.55,-3.03,6.9
64.21,95.11,18.08,31.66,0.89,38,22.36,108.7,-2.96,6.57
64.44,92.9,16.97,28.44,0.88,38.93,22.35,108.84,-2.75,6.15
63.43,87.49,16.64,25.21,0.85,39.77,22.35,108.98,-2.75,5.97
63.57,83.99,17.15,22.9,0.81,40.01,22.34,109.13,-3.22,5.96
64.07,81.73,18.02,20.93,0.78,39.97,22.34,109.27,-3.48,5.99
63.65,79.02,17.75,18.2,0.74,40.46,22.33,109.42,-3.88,5.87
62.73,76.08,17.21,15.69,0.69,41.47,22.33,109.56,-4.74,5.77
63.93,76.38,18.01,14.88,0.67,42.13,22.32,109.71,-4.64,5.26
62.15,72.85,18.48,14.55,0.65,43.1,22.32,109.85,-3.65,4.66
58.57,67.92,17.84,13.92,0.6,44.22,22.31,110,-3.71,5.06
53.77,61.23,16.33,11.84,0.48,45.54,22.3,110.14,-4.6,5.79
48.16,54.39,14.37,11.13,0.45,45.45,22.3,110.29,-4.78,5.63
44.85,50.43,13.12,10.92,0.43,45.63,22.29,110.43,-4.26,4.92
40.87,45.74,11.91,10.86,0.4,46.56,22.28,110.58,-3.59,4.39
36.75,44.82,12.36,13.05,0.43,44.87,22.28,110.72,-3.25,4.32
35.99,44.47,12.5,13.8,0.44,45.27,22.27,110.87,-4.36,4.09
34.35,42.82,12.41,13.61,0.43,46.27,22.26,111.01,-6.79,3.66
37.04,47.28,12.82,14.77,0.47,42.06,22.25,111.15,-7.1,3.41
39.16,51.44,13.33,16.34,0.53,38.52,22.24,111.3,-4.98,2.87
38.26,52.39,13.68,18.65,0.58,36.51,22.24,111.44,-3.71,2.6
36.44,52.05,13.82,21.64,0.64,35.37,22.23,111.59,-2.91,2.1
34.92,51.66,14.59,26.11,0.68,33.26,22.22,111.73,-2.67,1.9
34.63,52.04,15.16,29.09,0.72,31.73,22.21,111.88,-4.18,2.76
35.26,53.11,15.55,31.23,0.75,30.36,22.2,112.02,-5.12,2.49
36.23,54.99,16.68,34.67,0.8,29.62,22.19,112.17,-4.29,1.53
38.7,59.77,18.88,42.26,0.91,25.75,22.18,112.31,-3.79,1.49
42.69,66.81,23.56,51.44,1.04,21.7,22.18,112.45,-4.49,2.08
47.48,74.78,28.99,59.08,1.17,18.58,22.17,112.6,-5.54,2.46
51.22,80.8,33.42,65.75,1.28,16.45,22.16,112.74,-6.39,2.42
53.75,84.92,37,69.73,1.31,16.59,22.15,112.89,-6.84,2.1
57.53,92.48,39.79,71.85,1.42,18.22,22.13,113.17,-6.85,1.5
53.11,85.48,32.69,69.36,1.34,23.06,22.12,113.32,-7.4,1.25
26.2,28.13,9.86,1.32,0.29,61.28,22.42,99.42,0.86,0.31
27.96,30.08,10.59,1.84,0.3,60.39,22.42,99.56,1.84,-0.37
27.29,29.31,9.97,1.57,0.29,58.73,22.43,99.71,1.69,-0.83
26.91,28.89,10.33,1.41,0.29,61.01,22.44,99.85,1.2,-0.86
27.51,29.59,10.78,1.66,0.29,61.45,22.44,100,1.7,-0.3
28.7,30.87,11.17,1.99,0.3,60.77,22.45,100.14,3.81,0.79
29.03,31.2,11.11,2.09,0.3,57.77,22.46,100.29,4.9,0.84
28.01,30.18,11.13,2.11,0.3,55.73,22.46,100.43,3.11,0.02
25.45,27.52,10.68,1.92,0.29,57.56,22.47,100.57,1.08,-0.82
24.91,26.86,10.3,1.95,0.28,58.38,22.47,100.72,0.85,-0.66
25.96,27.85,9.64,1.9,0.28,56.83,22.48,100.86,1.65,0.28
26.88,28.76,9.62,1.95,0.28,55.99,22.48,101.01,1.97,0.74
26.93,28.82,9.65,1.88,0.28,56.34,22.49,101.15,1.87,0.72
26.05,27.92,9.67,1.6,0.27,58.57,22.49,101.3,1.25,1.06
25.6,27.51,9.81,1.81,0.27,58.67,22.5,101.44,0.81,1.35
25.62,27.57,9.89,2.05,0.28,57.98,22.5,101.59,0.95,1.21
24.69,26.63,9.58,1.95,0.27,58.87,22.51,101.73,0.89,1.4
24.27,26.16,9.23,1.73,0.27,59.95,22.51,101.88,1.19,1.75
24.5,26.36,8.84,1.69,0.27,59.12,22.51,102.02,1.49,1.98
23.28,25.12,8.54,1.56,0.26,60.14,22.52,102.17,1.11,1.71
23.31,25.14,8.5,1.58,0.26,62.19,22.52,102.31,0.37,1.29
25.34,27.56,9.2,2.71,0.28,61.61,22.53,103.04,-0.38,1.15
53.29,54.21,17.21,10.13,0.5,52.25,22.54,106.67,0.17,4.04
55.9,59.24,18.19,12.18,0.55,49.57,22.54,106.81,0.71,4.08
55.1,63.44,18.72,14.79,0.6,46.47,22.53,106.96,0.69,3.79
55.95,65.41,19.08,17.04,0.63,44.17,22.53,107.1,0.45,3.75
56.64,67.04,19.88,20.06,0.67,42.74,22.53,107.25,0.01,3.65
58.45,70.18,21.05,23.55,0.72,41.67,22.53,107.39,-0.51,3.87
61.36,75.22,22.94,28.18,0.78,40.21,22.52,107.54,-0.33,4.4
64.73,81.65,24.75,33.45,0.85,37.63,22.52,107.69,-0.47,5.19
67.78,88.33,26.95,38.93,0.91,34.91,22.52,107.83,-1.5,6.07
69.95,94.34,29.15,43.96,0.96,32.69,22.51,107.98,-2.49,6.68
71.14,98.88,30.66,47.15,1,31.37,22.51,108.12,-2.83,6.82
69.45,99.39,29.47,45.94,0.99,32.57,22.51,108.27,-2.71,6.93
63.81,94.64,24.24,41.2,0.9,35.73,22.5,108.41,-2.58,7.09
62.92,94.7,21.48,37.94,0.88,36.91,22.5,108.56,-2.72,7.24
64.53,96.86,20.1,35.95,0.9,37.05,22.49,108.7,-2.86,7.17
64.36,94.48,18.24,31.75,0.89,38.23,22.49,108.85,-2.61,6.76
63.06,88.64,17.18,27.33,0.85,39.58,22.48,108.99,-2.44,6.31
63.62,85.38,17.4,24.53,0.83,39.93,22.48,109.14,-2.8,6.4
65.37,84.35,18.42,22.75,0.81,39.7,22.47,109.28,-3.06,6.54
65.21,81.63,18.31,19.85,0.77,40.04,22.47,109.43,-3.38,6.48
64,78.16,17.87,17.02,0.71,40.98,22.46,109.57,-4.36,6.58
64.9,77.99,18.46,15.76,0.69,41.47,22.46,109.71,-4.89,6.63
64.62,76.06,19.55,15.51,0.67,42.04,22.45,109.86,-3.75,5.96
62.39,72.72,20.2,15.52,0.64,42.91,22.44,110,-2.86,5.46
56.61,64.74,18.63,12.81,0.49,44.91,22.44,110.15,-3.62,5.73
50.29,56.93,15.76,11.48,0.46,45.32,22.43,110.29,-4.64,6.35
46.83,52.73,14.09,11.05,0.44,45.31,22.42,110.44,-4.75,6.28
42.97,48.06,12.33,10.7,0.41,45.51,22.42,110.58,-3.55,5.53
38.1,47.12,12.9,13.25,0.44,43.26,22.41,110.73,-2.22,4.97
36.54,45.95,12.74,13.92,0.45,43.07,22.4,110.87,-3.08,4.51
36.26,45.96,12.37,14.1,0.46,43,22.39,111.02,-5.79,4.96
38.72,50.18,12.86,15.66,0.51,39.45,22.39,111.16,-6.29,5.79
40.32,53.75,13.48,17.76,0.58,36.78,22.38,111.31,-4.46,5.95
39.1,54.35,13.7,19.95,0.63,35.07,22.37,111.45,-3.96,5.76
36.5,52.81,13.48,22.14,0.66,34.59,22.36,111.6,-3.7,4.88
34.51,51.75,13.85,26.57,0.7,32.67,22.35,111.74,-2.62,3.23
33.66,51.36,14.39,29.42,0.73,31.46,22.35,111.89,-3.56,3.1
34.45,52.62,15.02,31.41,0.77,30.03,22.34,112.03,-5.22,3.45
35.73,55.07,15.91,34.66,0.83,28.39,22.33,112.17,-4.6,2.72
37.75,58.92,18.49,41.68,0.92,25.95,22.32,112.32,-3.65,1.91
41.41,65.18,23.47,51.03,1.05,21.97,22.31,112.46,-4.11,2
46.21,73.06,29.66,59.2,1.19,18.35,22.3,112.61,-5.13,2.32
50.31,79.63,34.99,65.72,1.29,15.79,22.29,112.75,-5.91,2.5
54.13,85.96,39.56,70.71,1.37,14.54,22.28,112.9,-6.12,2.6
56.2,90.4,42.53,77.66,1.41,15.56,22.27,113.04,-6.06,2.51
60.46,98.02,42.34,75.32,1.55,15.14,22.26,113.19,-6.27,2.24
56.13,91.08,34.14,72.21,1.46,18.95,22.25,113.33,-6.75,2.03
48.25,78.69,27.71,68.06,1.26,26.1,22.24,113.47,-7.47,1.71
25.65,27.66,9.8,1.51,0.29,62.46,22.55,99.41,0.1,0.12
27.42,29.55,10.42,1.83,0.3,61.52,22.56,99.55,0.89,-0.18
28.03,30.16,10.31,1.77,0.3,59.67,22.56,99.7,2.16,-0.78
28.28,30.43,10.41,1.73,0.3,59.59,22.57,99.84,2.57,-0.7
27.61,29.68,10.67,1.8,0.3,61.75,22.58,99.99,2.71,0.04
27.86,29.95,10.87,1.95,0.3,60.11,22.58,100.13,3.82,0.96
28.12,30.24,10.56,1.96,0.3,55.61,22.59,100.28,4.58,0.71
26.98,29.07,10.77,1.91,0.29,57.57,22.59,100.42,3.72,-0.37
25.05,27.05,10.32,1.87,0.28,58.92,22.6,100.57,2.04,-0.94
25.24,27.19,9.86,1.92,0.28,58.37,22.61,100.71,1.73,-0.06
26.69,28.62,9.54,2.06,0.28,57.55,22.61,100.86,2.72,0.34
27.2,29.16,9.58,2.22,0.28,57.94,22.62,101,2.88,0.27
27.3,29.28,9.63,2.32,0.28,57.45,22.62,101.15,2.31,0.59
26.51,28.43,9.54,1.98,0.28,58.74,22.63,101.29,1.6,0.65
26.07,28.02,9.73,2.03,0.28,59.43,22.63,101.44,1.12,0.86
26.34,28.36,9.91,2.28,0.28,58.42,22.64,101.59,1.2,1.01
25.94,27.95,9.76,2.19,0.28,58.81,22.64,101.73,1.25,1.02
25.16,27.12,9.39,1.95,0.27,59.86,22.64,101.88,1.34,1.43
24.04,25.92,8.77,1.67,0.27,59.9,22.65,102.02,0.96,1.4
23.55,25.37,8.4,1.58,0.26,60.69,22.65,102.17,0.31,1.37
23.81,25.6,8.26,1.58,0.26,61.94,22.65,102.31,0.3,1.62
24.07,25.97,8.15,1.66,0.26,63.33,22.67,102.89,1.13,1.88
24.7,26.91,8.83,2.38,0.28,68.59,22.67,103.04,-1.91,0.44
23.34,25.41,7.76,2.12,0.26,66.42,22.67,103.18,-1.63,1.97
20.66,22.3,6.5,1.55,0.19,53.69,22.68,103.47,3.54,5.78
25.9,28.89,10.33,3.32,0.32,67.34,22.68,103.91,-2.45,2.1
52.7,57.02,17.6,11.41,0.52,50.95,22.67,106.82,0.99,5
53.57,61.49,18.13,14.31,0.58,47.61,22.67,106.96,0.86,4.29
54.38,63.27,18.43,16.62,0.62,45.44,22.67,107.11,0.52,3.95
54.14,63.76,18.75,18.94,0.65,44.3,22.66,107.25,-0.06,4.07
56.39,67.27,20.19,22.56,0.7,42.83,22.66,107.4,-0.54,4.21
59.65,72.41,23.15,27.81,0.76,41.72,22.66,107.54,-0.35,4.24
64.76,80.71,24.99,33.81,0.84,37.79,22.65,107.69,-0.25,4.68
68.51,88.06,27.72,40.23,0.92,34.88,22.65,107.83,-0.89,5.69
71.24,94.71,30.84,46.62,0.97,32.19,22.65,107.98,-1.97,6.56
74.46,101.58,34.18,51.61,1.04,29.65,22.64,108.12,-2.55,7.02
75.32,104.61,35.76,52.3,1.06,29.72,22.64,108.27,-2.35,7.04
66.88,97.04,28.96,47.46,0.94,34.25,22.64,108.41,-2.11,6.76
63.38,94.55,24.07,41.88,0.88,36.5,22.63,108.56,-2.32,6.89
64.66,96.54,22.45,39.95,0.9,36.48,22.63,108.71,-2.53,7.11
64.16,94.26,20.02,35.2,0.89,37.8,22.62,108.85,-2.32,6.77
62.92,89.11,17.93,29.47,0.85,39.22,22.62,109,-2.15,6.52
63.64,86.13,17.56,25.87,0.83,39.85,22.61,109.14,-2.3,6.7
66.32,86.25,18.44,24.11,0.83,39.64,22.61,109.29,-2.5,6.86
66.18,83.29,18.46,21.06,0.79,40.07,22.6,109.43,-2.93,6.9
64.96,79.72,18.38,18.21,0.73,40.93,22.59,109.58,-3.82,6.96
65.69,79.27,18.69,16.52,0.7,41.35,22.59,109.72,-4.49,7.34
66.7,78.78,20.52,16.47,0.7,41.52,22.58,109.87,-3.91,7.05
67.73,79.38,23.86,18,0.69,41.26,22.58,110.01,-2.92,5.49
60.81,69.82,21.91,14.38,0.52,43.71,22.57,110.16,-2.59,4.52
52.29,59.33,17.28,11.96,0.47,45.27,22.56,110.3,-3.13,5.32
49.28,55.64,15.53,11.46,0.45,45.09,22.56,110.45,-4.16,6.74
44.81,50.19,12.85,10.56,0.41,45.09,22.55,110.59,-3.72,7.07
39.17,49.19,13.16,13.14,0.46,42.31,22.54,110.74,-2.17,6.02
37.7,48.16,13.06,13.86,0.46,41.52,22.54,110.88,-2.35,4.84
37.79,48.73,13.14,14.68,0.49,40.13,22.53,111.03,-4.43,5.2
39.27,51.96,13.7,16.69,0.55,37.29,22.52,111.17,-5.12,6.16
39.88,54.4,14.3,19.31,0.63,36.3,22.51,111.32,-3.94,6.43
38.81,55.39,14.71,22.07,0.68,35.58,22.5,111.46,-3.71,5.88
36.75,54.52,14.16,24.54,0.72,34.12,22.5,111.61,-4.32,6.01
34.36,52.3,13.9,27.35,0.73,32.34,22.49,111.75,-3.77,4.87
33.3,51.57,14.44,30.12,0.76,31.1,22.48,111.9,-3.57,3.39
33.69,52.49,15.33,32.54,0.81,29.82,22.47,112.04,-4.68,3.59
35.06,54.99,16.36,35.6,0.87,28.36,22.46,112.18,-4.75,3.55
37.06,58.42,18.71,41.7,0.95,26.08,22.45,112.33,-4.05,2.74
40.1,63.14,23.25,50,1.05,22.73,22.44,112.47,-4.15,2.46
44.27,69.76,29.21,58.27,1.17,19.03,22.43,112.62,-4.85,2.43
48.68,76.84,35.19,65.58,1.28,15.74,22.42,112.76,-5.44,2.39
53.49,84.85,41.19,71.41,1.39,13.51,22.41,112.91,-5.82,2.62
56.53,91.01,46.01,81.13,1.44,14.53,22.4,113.05,-5.94,2.84
62.98,102.68,47.27,76.62,1.63,13.72,22.39,113.2,-6.07,2.63
59.07,96.29,38.05,74.42,1.53,16.61,22.38,113.34,-6.53,2.47
50.16,82.24,27.63,68.8,1.3,23.25,22.37,113.49,-7.02,2.18
26.25,28.36,9.7,1.75,0.3,63.12,22.68,99.4,0.66,-0.89
26.85,28.99,10.1,1.68,0.3,63.92,22.69,99.55,0.95,-0.54
28.14,30.3,10.3,1.85,0.3,60.89,22.7,99.69,2.26,0.15
